Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
"murah, pelayanan lama",0,0,-1,1,0,0,1,1
Ruangan tertutup no AC cuma kipas angin panasnya hot,0,0,0,0,-1,1,0,0
"Udh tempatnya panas, pelayanan juga jelek",0,0,-1,1,-1,1,0,0
"Walaupun tempatnya kurang dingin krna gak ad AC nya, tpi makanannya harganya lumayan terjangkau dan enakk, apalagi kalau pke voucher diskon.",1,1,0,0,-1,1,1,1
"Pesen steak sama sushi tori aja masa' butuh waktu 45 menit baru selesai, itupun setelah disamperin.... Ac aksesoris doang ga nyala.... Ga akan pernah ke metro sini lagi",0,0,-1,1,-1,1,0,0
Saya suka karena ada voucher nya. Kl sedang sm anak2 pasti singgah,0,0,0,0,0,0,1,1
Makanannya si standar biasa aja. Cuma banyak promonya jadi bersahabat ama kantong,0,1,0,0,0,0,1,1
"Rasanya cukup enak untuk ukuran fast food, meskipun tidak ada yang terlalu istimewa. Bisa jadi pilihan untuk makan cepat.""",0,1,0,0,0,0,0,0
"Ayamnya lumayan renyah, meski terkadang sedikit terlalu berminyak. Tapi untuk harganya murah dan terjangkau",0,1,0,0,0,0,1,1
"Minumannya cukup menyegarkan, tapi dessertnya bisa lebih baik lagi. Pelayanannya cukup cepat dan efisien, meskipun beberapa staf tampak kurang ramah",0,1,0,1,0,0,0,0
"Dekorasinya standar dan pencahayaan cukup baik. Sayangnya, pendingin ruangan kurang efektif di beberapa sudut. Beberapa staff kurang ramah namun ada yang melayani dengan baik",0,0,0,1,0,1,0,0
Harganya masih masuk akal untuk menu fast food,0,0,0,0,0,0,0,1
"Secara keseluruhan, harga sebanding dengan kualitas dan porsi yang diberikan",0,0,0,0,0,0,0,1
"Pelayanan cukup memadai, tapi tidak mengecewakan, dan harga masih terjangkau untuk kantong saya.",0,0,0,1,0,0,0,1
"Waiternya sigap, tapi kurang ramah, dan harga standar, masih terjangkau.",0,0,0,1,0,0,0,1
"Kasirnya baik, tapi prosesnya agak lama, dan harga cukup standar untuk restoran.",0,0,0,1,0,0,0,1
"Pelayanan ramah, tapi agak lambat, dan harga masih terjangkau, nggak mahal-mahal amat.",0,0,0,1,0,0,0,1
"Waiternya sopan, tapi tidak terlalu perhatian, dan harga sesuai dengan porsi yang didapat.",0,0,0,1,0,0,0,1
"Kasirnya informatif, tapi antriannya panjang, dan harga masih terjangkau, nggak terlalu tinggi.",0,0,0,1,0,0,0,1
"Pelayanan cukup memadai, tapi tidak mengecewakan, dan harga lumayan sesuai sama rasanya.",0,0,0,1,0,0,0,1
"Waiternya sigap, tapi kurang ramah, dan harga masih terjangkau, nggak terlalu murah.",0,0,0,1,0,0,0,1
"Kasirnya baik, tapi prosesnya agak lama, dan harga pas lah buat makan di sini.",0,0,0,1,0,0,0,1
"Pelayanan ramah, tapi agak lambat, dan harga cukup sebanding dengan kualitas makanan.",0,0,0,1,0,0,0,1
"Rasanya biasa aja si, ga ada yang istimewa kurang sesuai sama harganya yang tergolong mahal",0,1,0,0,0,0,-1,1
"Pelayanannya oke, tapi mungkin bisa lebih ditingkatkan lagi. Untuk tempatnya juga kalau bisa ditingkatkan lagi kebersihannya",0,0,0,1,0,1,0,0
"Karyawannya ramah si tapi kerjanya lambat jadi antrian panjang. Makanan yang disajikan cukup standard, tidak ada yang menonjol",0,1,0,1,0,0,0,0
"Rasanya lumayan, tapi masih banyak yang harus ditingkatkan. Tapi sesuai harga si",0,1,0,0,0,0,0,1
"Pelayannya cukup sopan, cuma kurang cekatan. Dan untuk harganya nggak murah dan gak mahal, biasa aja",0,0,0,1,0,0,0,1
Harga di restoran ini sesuai sama ekspektasi saya dengan kualitas rasa yang standar,0,1,0,0,0,0,0,1
"Harga yang dikenakan terlalu tinggi, tidak sesuai dengan pelayanan yang diberikan.",0,0,-1,1,0,0,-1,1
"Mahal banget woi, harganya ga sesuai sama rasanya. Ga worth it!",0,1,0,0,0,0,-1,1
"Udah mahal, porsinya masih dikit. Nyesel! Pelayannya juga nyebelin banget sangat tidak ramah!",0,0,-1,1,0,0,-1,1
"Harganya lumayan terjangkau, gak murah tapi masih okee. Cuman sayang rasanya kurang pas dilidah saya",-1,1,0,0,0,0,0,1
"Suasananya sumpek, bikin nafsu makan hilang. Pelayanannya juga standar",0,0,0,1,-1,1,0,0
"Pelayanannya membantu tapi kurang senyum, tempatnya juga kurang nyaman karena pengap, gak ada udara segar",0,0,0,1,-1,1,0,0
"Harga makanan di sini masih masuk akal di banding resto sebelah, dan makanananny juga cukup enak kok",0,1,0,0,0,0,0,1
Tolong perbaiki management pada saat buka puasa pelayananannya sangat lambat meja meja banyak yg belum dibersihkan jadi kotor,0,0,-1,1,-1,1,0,0
"Lokasi susah parkir, tempat tidak nyaman untuk makan, nasi keras, ayam tidak fresh",-1,1,0,0,-1,1,0,0
Harganya murah meriah.. rasanya lumayanlah,0,1,0,0,0,0,1,1
Ayam nya banyak kan tepungnya Es krim nya mahal tapi sedikit isinya,-1,1,0,0,0,0,-1,1
"Rasa makanannya lumayanlah standar, harga terjangkau",0,1,0,0,0,0,1,1
"Tempatnya lumayan si, tapi pelayanan sangat tidak ramah",0,0,-1,1,0,1,0,0
"Rasanya bolehlah lumayan , harganya standar",0,1,0,0,0,0,0,1
"Ya, standar lah harga dan pelayanan di sini",0,0,0,1,0,0,0,1
"Gak mahal-mahal banget, tapi juga bukan murahan. Karena rasanya juga lumayan",0,1,0,0,0,0,0,1
"Buat makanan biasa, harganya juga biasa.",0,1,0,0,0,0,0,1
"Rasanya cukup standar, tidak ada yang istimewa, dan sayangnya pelayanannya juga tidak terlalu ramah",0,1,-1,1,0,0,0,0
"Makanannya cukup bisa diterima, namun pelayanannya lambat dan sering terjadi kesalahan dalam pesanan",0,1,-1,1,0,0,0,0
"Tempatnya bersih, tetapi kurang nyaman karena AC sering mati dan harganya relatif",0,0,0,0,0,1,0,1
"Dekorasinya sederhana dan tempatnya agak sempit, tetapi harga makanannya masih terjangkau",0,0,0,0,-1,1,0,1
"Makanan di sini rasanya cukup biasa saja, dan tempatnya juga kurang menarik dan agak sempit",0,1,0,0,-1,1,0,0
"Rasa makanannya lumayan, tapi sayangnya tempatnya kurang bersih dan cukup berisik",0,1,0,0,-1,1,0,0
"Ayamnya kurang gurih, dan area makannya sering kali kotor dan tidak nyaman",-1,1,0,0,-1,1,0,0
"Lokasinya kurang strategis dan tempatnya sempit, meskipun harga makanannya terjangkau.",0,0,0,0,-1,1,0,1
"Makanan di sini rasanya lumayan, tapi staf seringkali tidak tersenyum dan kurang membantu.",0,1,-1,1,0,0,0,0
"Lokasinya kurang strategis dan tempat duduknya tidak banyak, serta pelayanannya kurang cepat",0,0,-1,1,-1,1,0,0
"Staf tidak peduli dengan Anda atau pesanan Anda. Mereka mengabaikanmu sepenuhnya. Selalu memainkan ponselnya, berpura-pura tidak mendengar atau melihat Anda. Tempatnya tidak terlalu bersih. Tampak seperti gudang dengan kotak-kotak dan barang-barang pengiriman di mana-mana.",0,0,-1,1,-1,1,0,0
"Harganya standar, tapi sayangnya makanannya tidak sesuai dengan harapan saya.",-1,1,0,0,0,0,0,1
"Untuk harga, restoran ini cukup wajar, namun tempatnya kurang bersih.",0,0,0,0,-1,1,0,1
"Harganya masih masuk akal, tapi rasa makanannya sangat hambar.",0,1,0,0,0,0,0,1
"Biaya makanan cukup masuk akal, namun pelayanan sangat lambat.",0,0,-1,1,0,0,0,1
"Harga sesuai dengan restoran sejenis, tapi suasananya tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya lumayan bisa dibilang terjangkau, namun saya kecewa dengan rasa makanannya.",-1,0,0,0,0,0,0,1
"Harga makanannya biasa saja, tapi makanannya sedikit hambar kaya kurang tastenya",0,1,0,0,0,0,0,1
"Harga menu cukup masuk akal, namun tempatnya berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Biaya makanannya wajar, tapi rasa makanannya jauh dari enak.",-1,1,0,0,0,0,0,1
"Harga tidak masalah, tapi pelayanan di sini sangat lambat.",0,0,-1,1,0,0,0,1
"Harganya tidak begitu mahal, namun tempat ini perlu perbaikan kebersihan.",0,0,0,0,0,1,0,1
"Harga makanannya standar, tapi rasa makanannya tidak enak.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan biasa saja, namun pelayanannya sangat buruk.",0,0,-1,1,0,0,0,1
"Harganya sesuai, tapi tempatnya sangat tidak nyaman dan berisik.",0,0,0,0,-1,1,0,1
"Harganya wajar, namun rasa makanan kurang memuaskan.",-1,1,0,0,0,0,0,1
Harga menu standar dan pelayanan juga biasa saja si oke lah,0,0,0,1,0,0,0,1
"Harga makanannya biasa, namun suasananya sangat tidak menyenangkan.",0,0,0,0,-1,1,0,1
"Harga tidak terlalu tinggi, tapi rasa makanannya mengecewakan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan sesuai, namun pelayanan lambat.",0,0,-1,1,0,0,0,1
"Harganya standar, tapi tempatnya sangat kotor dan tidak terawat.",0,0,0,0,-1,1,0,1
"Harga yang ditawarkan sesuai, namun rasa makanannya mengecewakan.",-1,1,0,0,0,0,0,1
"Harganya masuk akal, tapi pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga makanannya tidak masalah, namun tempatnya kurang nyaman.",0,0,0,0,-1,1,0,1
"Harganya standar, tapi rasa makanannya jauh dari yang diharapkan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan cukup adil, namun pelayanan tidak memuaskan.",0,0,-1,1,0,0,0,1
"Harganya tidak terlalu mahal, tapi tempatnya sangat berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga makanannya wajar, namun rasa makanan sangat buruk.",-1,1,0,0,0,0,0,1
"Harga sesuai, tapi pelayanan lambat dan tidak profesional.",0,0,-1,1,0,0,0,1
"Harga makanannya standar, namun tempatnya tidak terawat dengan baik.",0,0,0,0,-1,1,0,1
"Harga tidak masalah, tapi rasa makanannya tidak enak sama sekali.",-1,1,0,0,0,0,0,1
"Harganya lumayanlah terjangkau, namun pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan biasa, tapi tempatnya kotor dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga makanannya tidak terlalu mahal banget, namun rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harganya wajar, tapi pelayanannya sangat lambat dan tidak sopan.",0,0,-1,1,0,0,0,1
"Harga sesuai dengan restoran sejenis, namun tempatnya berantakan.",0,0,0,0,-1,1,0,1
"Harga makanannya wajar, namun pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan cukup adil, namun tempatnya sangat tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya tidak terlalu tinggi, namun rasa makanannya sangat buruk.",-1,1,0,0,0,0,0,1
"Harga makanannya sesuai, tapi pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga standar, namun tempatnya sangat kotor dan tidak terawat.",0,0,0,0,-1,1,0,1
"Harganya masuk akal, tapi rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan wajar, namun pelayanan sangat lambat.",0,0,-1,1,0,0,0,1
"Harga makanannya biasa saja, namun tempatnya berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga tidak masalah, tapi rasa makanannya sangat tidak enak.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan cukup wajar, namun pelayanannya sangat buruk.",0,0,-1,1,0,0,0,1
"Harga sesuai, tapi tempatnya sangat berantakan dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya masih sesuai, namun rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harga makanannya standar, tapi pelayanan sangat lambat dan tidak profesional.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan cukup sesuai, namun tempatnya sangat kotor dan berisik.",0,0,0,0,-1,1,0,1
