Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga,clean_review
"Menu season yang paling melekat di hati, ayam gulai mcd, orangtua sampai anak2 suka. Pelayanannya ramah tapi kurang cekatan",1,1,0,1,0,0,0,0,menu season yang paling melekat di hati ayam gulai mcd orangtua sampai anak suka pelayanannya ramah tapi kurang cekatan
Tempat yang lumayan cocok buat makan sama temen-temen. pelayanan harap ditingkatkan lagi,0,0,0,1,0,1,0,0,tempat yang lumayan cocok buat makan sama teman pelayanan harap ditingkatkan lagi
"Tempatnya menarik,nyaman,ramah anak juga,menunya pun banyak pilihan nya dari ekonomi hingga yang elit,wajib di coba",0,0,0,0,1,1,0,1,tempatnya menarik nyaman ramah anak juga menunya pun banyak pilihan dari ekonomi hingga yang elit wajib di coba
"Makan disini selain bisa buat kenyang rasanya juga nikmat
Apalagi ayam goreng tepungnya
Utk pelayanan memuaskan",1,1,1,1,0,0,0,0,makan disini selain bisa buat kenyang rasanya juga nikmat apalagi ayam goreng tepungnya untuk pelayanan memuaskan
Makanan di sini terlalu mahal untuk apa yang Anda dapatkan.,0,0,0,0,0,0,-1,1,makanan di sini terlalu mahal untuk apa yang anda dapatkan
"Tempat yang nyaman, makanan enak, kasirnya ramah tapi kurang teliti",1,1,0,1,1,1,0,0,tempat yang nyaman makanan enak kasirnya ramah tapi kurang teliti
McD nya sangat penuh.. kadang nunggu dulu buat dapat kursi.. Harganya standar cukup terjangkau,0,0,0,0,-1,1,0,1,mcd sangat penuh kadang tunggu dahulu buat dapat kursi harganya standar cukup terjangkau
"Tempatnya bersih, pelayanan gak terlalu responsif, sangat cocok untuk acara keluarga atau bersama teman2. Coba buka di desa jangan di kota besar aja , mantab.",0,0,0,1,1,1,0,0,tempatnya bersih pelayanan tidak terlalu responsif sangat cocok untuk acara keluarga atau bersama teman coba buka di desa jangan di kota besar saja mantap
Terlalu ramai untuk nongkrong Wifi pdhl yg butuh makan beneran juga banyak.. Tolong lah di tertibkan utk gantian. Untuk harga pas dikantong,0,0,0,0,-1,1,1,1,terlalu ramai untuk nongkrong wifi padahal yang butuh makan benaran juga banyak tolong lah di tertibkan untuk gantian untuk harga pas dikantong
"Pelayanannya cuek, susah dipanggil terus makanannya datang lama lagi, buruk banget pelayanannya untuk rasanya enak dan harganya masih oke",1,1,-1,1,0,0,1,1,pelayanannya cuek susah dipanggil terus makanannya datang lama lagi buruk banget pelayanannya untuk rasanya enak dan harganya masih oke
Ya kaya mcd pada umumnya lumayan lah untuk restoran fast food,0,0,0,0,0,0,0,0,ya kayak mcd pada umumnya lumayan lah untuk restoran fast food
"Makan ditempatnya , Anda akan menikmati Tempat yang bersih, Makanan siap tersaji cepat dan masih Hangat, Pelayanan ramah tapi agak lama ketika dipanggil. Tempatnya nyaman ada Wifi GRATIS disana. Untuk tempatnya diskusi sambil istirahat sangatlah NYAMAN",0,0,0,1,1,1,0,0,makan ditempatnya anda akan menikmati tempat yang bersih makanan siap tersaji cepat dan masih hangat pelayanan ramah tapi agak lama ketika dipanggil tempatnya nyaman ada wifi gratis disana untuk tempatnya diskusi sambil istirahat sangatlah nyaman
"Ayam tidak fresh nasi tidak hangat kacauu , req paha dikasih sayap smua paha cuma 1. Minum tidak dikasih drinktry, sauce pelit . Kecewaa seperti beli fried chicken pinggir jalan",-1,1,-1,1,0,0,0,0,ayam tidak segar nasi tidak hangat kacauu req paha dikasih sayap semua paha cuma 1 minum tidak dikasih drinktry sauce pelit kecewaa seperti beli fried chicken pinggir jalan
"pelayanannya sangat memuaskan, kebetulan sedang ada kerjaan di daerah sini minggu kemarin, pesan ice cone pas lagi cuaca sangat panas dan chicken nuggets mbaknya ramah, bakal jadi langganan kalau ke daerah sini lagi.",1,1,1,1,0,0,0,0,pelayanannya sangat memuaskan kebetulan sedang ada kerjaan di daerah sini minggu kemarin pesan ice cone pas lagi cuaca sangat panas dan chicken nuggets mbaknya ramah bakal jadi langganan kalau ke daerah sini lagi
"Tempat strategis, area parkiran luas, area makan besar dan nyaman, rasa makanan sesuai standar rasa McD.",0,1,0,0,1,1,0,0,tempat strategis area parkiran luas area makan besar dan nyaman rasa makanan sesuai standar rasa mcd
"Layanan cekatan tapi kurang senyum ramah. Tempat kurang tenang tapi bersih.
Makanan lumayan enak walau kurang berasa bumbunya",0,1,0,1,0,1,0,0,layanan cekatan tapi kurang senyum ramah tempat kurang tenang tapi bersih makanan lumayan enak walau kurang berasa bumbunya
Lt 3 ga pernah dibuka padahal kosong sedangkan lt 1 dan 2 full. Saya pesan mc cafe org nya malah blg gatau kl ad pesanan. Jd saya nunggu lama.,0,0,-1,1,0,1,0,0,lt 3 tidak pernah dibuka padahal kosong sedangkan lt 1 dan full saya pesan mc cafe orang bahkan bilang tidak tahu kalau ada pesanan jadi saya tunggu lama
"Tempatnya sangat strategis, dan nyaman sekali, hanya sayang buat Gojek atau gribe klu lagi dapat order gofood harus antri dan berdesak-desakn",0,0,0,0,0,1,0,0,tempatnya sangat strategis dan nyaman sekali hanya sayang buat gojek atau gribe kalau lagi dapat pesan gofood harus antre dan berdesak desakn
"Mantap banget kak, buat yang cari makanan enak, suasana nyaman",1,1,0,0,1,1,0,0,mantap banget kak buat yang cari makanan enak suasana nyaman
"Jujur aja, makanannya ga enak, tempatnya sempit, dan pelayanannya ga ramah. Tapi harga sih masih oke.",-1,1,-1,1,-1,1,1,1,jujur saja makanannya tidak enak tempatnya sempit dan pelayanannya tidak ramah tapi harga sih masih oke
"Enak banget tempatnya nya bersih, makanannya juga enak enak",1,1,0,0,1,1,0,0,enak banget tempatnya bersih makanannya juga enak
"Salah satu Mccafe besar di bilangan Hayam Wuruk. Lokasinya cukup strategis. Kalian bisa naik buswe kesini. Dan gak terlalu jauh lokasinya dari halte busway. Tapi sayang toiletnya kurang bersih. Dan kalau kalian berada di smoking room yang ada di atas, wifinya kurang bisa nyambung dan kuat",0,0,0,0,-1,1,0,0,salah satu mccafe besar di bilangan hayam wuruk lokasinya cukup strategis kalian bisa naik buswe kesini dan tidak terlalu jauh lokasinya dari halte busway tapi sayang toiletnya kurang bersih dan kalau kalian berasa di smoking room yang ada di atas wifinya kurang bisa nyambung dan kuat
"pelayanannya standar si, tapi tempatnya nya bagus bersih,dn makanannya enak2 semuanya,",1,1,0,1,1,1,0,0,pelayanannya standar sih tapi tempatnya bagus bersih dan makanannya enak semuanya
Tempatnya luas tp harys pinter2 milih bangku kalo ga bisa kepanasan kr gedungnya kaca semua,0,0,0,0,0,1,0,0,tempatnya luas tapi harys pinter memilih bangku kalau tidak bisa kepanasan karena gedungnya kaca semua
Drive thru untuk sore yg lapar.. Cobain menu baru khusus edisi Agustusan.. Kentang gulai dan flurry dengan teh botol.. Kalo rasa B ajah dan ga terlalu nendang..,0,1,0,0,0,0,0,0,drive thru untuk sore yang lapar mencoba menu baru khusus edisi agustusan kentang gulai dan flurry dengan teh botol kalau rasa biasa ajah dan tidak terlalu nendang
"Ga ad diskon, harganya tidak merakyat mahal sekali",0,0,0,0,0,0,-1,1,tidak ada diskon harganya tidak merakyat mahal sekali
"Pelayanan nya sangat memuaskan penyajian makanan cepat dan suasana tempatnya makan nyaman sekali, walaupun harganya agak mahal",0,0,1,1,1,1,-1,1,pelayanan sangat memuaskan penyajian makanan cepat dan suasana tempatnya makan nyaman sekali walaupun harganya agak mahal
Lama banget pelayanan nya tapi staff baik dan komunikatif.. tapi tempatnya nyaman. Anak betah lama lama.,0,0,0,1,1,1,0,0,lama banget pelayanan tapi staff baik dan komunikatif tapi tempatnya nyaman anak betah lama
"Top banget pokonya
Bersih, ramah, harga terjangkau, tempatnya makan nyaman parkir luas.worthit bgt.",0,0,1,1,1,1,1,1,top banget pokoknya bersih ramah harga terjangkau tempatnya makan nyaman parkir luas worthit banget
"Ventilasinya buruk dan ruangan terasa pengap, makanan tidak enak, tapi harganya cukup ramah di kantong",-1,1,0,0,-1,1,1,1,ventilasinya buruk dan ruangan terasa pengap makanan tidak enak tapi harganya cukup ramah di kantong
Seperti makanan mcd pada umumnya. Malam hari masih ramai,0,0,0,0,0,1,0,0,seperti makanan mcd pada umumnya malam hari masih ramai
"Makanannya gak fresh, rasa sayurnya kayak udah lama. Pelayanannya cuek.",-1,1,-1,1,0,0,0,0,makanannya tidak segar rasa sayurnya kayak sudah lama pelayanannya cuek
"Pelayanan ok..Tempat Strategis, cuma sign masuknya kurang keliatan..sempat bablas mundur lagi.. Parkiran lumayan....musshola lumayan",0,0,1,1,0,1,0,0,pelayanan oke tempat strategis cuma sign masuknya kurang kelihatan sempat bablas mundur lagi parkiran lumayan musshola lumayan
"Pelayanannya sangat tidak memuaskan, untuk rasa juga ga enak. tempat kotor banget kalo lagi jam makan siang",-1,1,-1,1,-1,1,0,0,pelayanannya sangat tidak memuaskan untuk rasa juga tidak enak tempat kotor banget kalau lagi jam makan siang
"Kalo siang lewat sini, pasti mampir buat ngopi disini. Murah, enak dan porsi mantab.. Lumayan buat lepas ngantuk sambil nongkrong SM kawan",1,1,0,0,0,0,1,1,kalau siang lewat sini pasti mampir buat ngopi disini murah enak dan porsi mantap lumayan buat lepas ngantuk sambil nongkrong sama kawan
"Makanannya enak, tempatnya nya juga bersih sangat nyaman makan di sini. Tempat favorit sangat recommended",1,1,0,0,1,1,0,0,makanannya enak tempatnya juga bersih sangat nyaman makan di sini tempat favorit sangat rekomendasi
"Tempatnya nyaman, untuk rasanya tergantung selera. Dan harganya juga terjangkau, tidak terlalu mahal tidak terlalu murah",0,1,1,1,0,0,0,1,tempatnya nyaman untuk rasanya tergantung selera dan harganya juga terjangkau tidak terlalu mahal tidak terlalu murah
"mantap buat mekdi seperti biasa.. hanya sayang toilet di lantai 2 dan biasanya rame.. untuk makanan, drive through, dsb nya standard nya mekdi lah bagus ??",0,1,0,0,0,1,0,0,mantap buat mekdi seperti biasa hanya sayang toilet di lantai dan biasanya ramai untuk makanan drive through dan sebagainya standard mekdi lah bagus
"Mantappp sekali tempatnya nya nyaman , bersihh, dan pelayanannya bagus namun rasanya biasa aja di lidah saya",0,1,1,1,1,1,0,0,mantap sekali tempatnya nyaman bersih dan pelayanannya bagus namun rasanya biasa saja di lidah saya
Harga makanannya tidak sebanding dengan kualitas yang diberikan.,0,1,0,0,0,0,-1,1,harga makanannya tidak sebanding dengan kualitas yang diberikan
"makanannya enak, pelayanannya juga mantap, terbaik lah",1,1,1,1,0,0,0,0,makanannya enak pelayanannya juga mantap terbaik lah
"McDonald's adalah sebuah restoran cepat saji yang menjadi tujuan untuk merayakan pesta ulangtahun anak, dimana paket happy meal menjadi menu favorit anak. Tersedia juga area bermain untuk anak apabila orangtua lagi mengantri memesan happy meal.",1,1,0,0,1,1,0,0,mcdonald s adalah sebuah restoran cepat saji yang menjadi tujuan untuk merayakan pesta ulangtahun anak dimana paket senang meal menjadi menu favorit anak tersedia juga area bermain untuk anak apabila orangtua lagi mengantri memesan senang meal
Buat yang suka lewat atau lg staycation di hayam wuruk pasti tahu McD ini. Ada Mc Cafe juga jadi bisa ngopi2. Pake app McD deh biar dapat promo jadi lebih hemat??,0,0,0,0,0,0,0,1,buat yang suka lewat atau lagi staycation di hayam wuruk pasti tahu mcd ini ada mc cafe juga jadi bisa ngopi pakai aplikasi mcd deh biar dapat promo jadi lebih hemat
"Tempatnya nyaman dan luas ada playground jg buat anak2, anak sy pling suka diajak. Dan untuk harganya sesuai sama rasa",1,1,0,0,1,1,0,1,tempatnya nyaman dan luas ada playground juga buat anak saya paling suka diajak dan untuk harganya sesuai sama rasa
"pelayanan yang di berikan sangat baik, saya selalu suka semua makanan yang ada disini dan harganya standar sesuai dengan rasanya",1,1,1,1,0,0,0,1,pelayanan yang di berikan sangat baik saya selalu suka semua makanan yang ada disini dan harganya standar sesuai dengan rasanya
Tempatnya enak bt nongkrong brg teman2 tp bt masukan aja td pas sy makan mejany goyank jd ga nyaman makannya..,0,0,0,0,0,1,0,0,tempatnya enak bt nongkrong barang teman tapi bt masukan saja tadi pas saya makan mejany goyank jadi tidak nyaman makannya
"McDonald's ini adalah restourant yg cukup enak dan nyaman,baik itu dari segi makanan atau dari segi tempatnya ,dari sekian banyak restourant, McDonald's ada lah tempatnya yg paling banyak di cari di Indonesia, begitupun saya,kalau cari restoran",1,1,0,0,1,1,0,0,mcdonald s ini adalah restourant yang cukup enak dan nyaman baik itu dari segi makanan atau dari segi tempatnya dari sekian banyak restourant mcdonald s ada lah tempatnya yang paling banyak di cari di indonesia begitupun saya kalau cari restoran
"Parah...!! Pelayanan buruk, makanannya juga ga enak tapi harganya emang murah si",-1,1,-1,1,0,0,1,1,parah pelayanan buruk makanannya juga tidak enak tapi harganya memang murah sih
"makanan nya sangat enak,suasananya adem sekaliiii, estetik lagii,keren bgtt buat anak mudaaa bahkannn tuaaa, KIWWW",1,1,0,0,1,1,0,0,makanan sangat enak suasananya adem sekali estetik lagi keren banget buat anak mudaa bahkann tuaa kiww
"Beli paketan burger + kentang memang lengkap tp maaf saja kentangnya seperti kentang goreng kembali, rasanya ga fresh, keras malah pahit
Tolong dong maksimalkan mutu kualitasnya, masa mentang2 udh ramai pembeli kualitas kentang jd turun",-1,1,0,0,0,0,0,0,beli paketan burger kentang memang lengkap tapi maaf saja kentangnya seperti kentang goreng kembali rasanya tidak segar keras bahkan pahit tolong dong maksimalkan mutu kualitasnya masa mentang sudah ramai pembeli kualitas kentang jadi turun
"Tempatnya strategis, makanan enak. Pelayanan lumayan baik. Kapan2 nanti pgn mampir lagi sambil nongki sama temen2",1,1,0,1,1,1,0,0,tempatnya strategis makanan enak pelayanan lumayan baik kapan nanti pgn mampir lagi sambil nongki sama teman
Disaat butuh utk charge Colokan mati semua parah sih asli...jelek sekali,0,0,0,0,0,0,0,0,disaat butuh untuk charge colokan mati semua parah sih asli jelek sekali
"Tempatnya menarik, namun rasa makanannya buruk dan harganya tidak wajar.",-1,1,0,0,1,1,-1,1,tempatnya menarik namun rasa makanannya buruk dan harganya tidak wajar
"makanan nya lezat, pelayanan ny juga tanggap dan ramah saya beri bintang 5. top banhet deh pokoknya",1,1,1,1,0,0,0,0,makanan lezat pelayanan nya juga tanggap dan ramah saya beri bintang 5 top banhet deh pokoknya
Saya kecewa dengan harga tinggi yang tidak sebanding dengan kualitas.,0,1,0,0,0,0,-1,1,saya kecewa dengan harga tinggi yang tidak sebanding dengan kualitas
"Suasana tempatnya ga terlalu bagus, makanannya juga enggak terlalu enak, pelayanannya judes juga gila",-1,1,-1,1,-1,1,0,0,suasana tempatnya tidak terlalu bagus makanannya juga enggak terlalu enak pelayanannya judes juga gila
Tempat makan yang gak ada mati nya. Di sini rame banget Mungkin Karana tempatnya nya strategis kali nya pinggir jalan besar yg selalu ramai,0,0,0,0,0,1,0,0,tempat makan yang tidak ada mati di sini ramai banget mungkin karena tempatnya strategis kali pinggir jalan besar yang selalu ramai
"Makanannya hambar, ga enak. Tempatnya juga penerangannya buruk, ruangan jadi terlihat suram dan tidak menarik.",-1,1,0,0,-1,1,0,0,makanannya hambar tidak enak tempatnya juga penerangannya buruk ruangan jadi terlihat suram dan tidak menarik
Lagi ada promo di bulan Juni 2020 ini menggunakan aplikasi cashback setiap hari Rabu ada casnback 50% minimal pembelanjaan Rp. 50rb dan maximal cashback Rp. 50rb. Hehehe,0,0,0,0,0,0,1,1,lagi ada promo di bulan juni ini menggunakan aplikasi cashback setiap hari rabu ada casnback 5 minimal pembelanjaan rp 5rb dan maximal cashback rp 5rb hehehe
"Tempatnya nyaman, pelayanannya ramah, dan pastinya makanan yang disajikan enak dan murah meriah, cocok di kantong pelajar maupun pekerja",1,1,1,1,1,1,1,1,tempatnya nyaman pelayanannya ramah dan pastinya makanan yang disajikan enak dan murah meriah cocok di kantong pelajar maupun yang kerja
"Makanan di sini rasanya enak banget, sayang pelayanannya kurang ramah.",1,1,-1,1,0,0,0,0,makanan di sini rasanya enak banget sayang pelayanannya kurang ramah
"Tempatnya sangat bagus, harganya terjangkau, makanannya juga enak semua pokok nggk rugi kalau kalian kesini ayo cobain",1,1,0,0,1,1,1,1,tempatnya sangat bagus harganya terjangkau makanannya juga enak semua pokok tidak rugi kalau kalian kesini ayo mencoba
"tempatnya nya bersih banget, makanannya juga recomended buat makan bersama teman ataupun keluarga",1,1,0,0,1,1,0,0,tempatnya bersih banget makanannya juga rekomendasi buat makan bersama teman ataupun keluarga
"tempatnya nya full terus,
banyak promo nya",0,0,0,0,0,1,1,1,tempatnya full terus banyak promo nya
Saya merasa harga yang dibayar terlalu mahal untuk kualitas makanan yang diberikan.,0,1,0,0,0,0,-1,1,saya merasa harga yang dibayar terlalu mahal untuk kualitas makanan yang diberikan
"makanan enak serta pelayanan yg ramah, resepsionis yang cantik cantik",1,1,1,1,0,0,0,0,makanan enak serta pelayanan yang ramah resepsionis yang cantik
"Harganya sangat tidak wajar, kualitas makanan tidak sesuai.",-1,1,0,0,0,0,-1,1,harganya sangat tidak wajar kualitas makanan tidak sesuai
"Pelayanannya sangat lambat, dan rasa makanan biasa saja, tapi harganya cukup murah.",0,1,-1,1,0,0,1,1,pelayanannya sangat lambat dan rasa makanan biasa saja tapi harganya cukup murah
Harga makanan tidak sesuai dengan kualitas dan rasa yang ditawarkan.,-1,1,0,0,0,0,-1,1,harga makanan tidak sesuai dengan kualitas dan rasa yang ditawarkan
"Parkirnya tidak terlalu luas. Area makan juga kecil tapi ada lantai atasnya. Pelayanan cepat, crew ramah.",0,0,1,1,0,1,0,0,parkirnya tidak terlalu luas area makan juga kecil tapi ada lantai atasnya pelayanan cepat crew ramah
"Pelayanan nya sangat ramah dan cepat,, untuk makanan nya masih hangat hangat next bakal langganan kesini lagi",1,1,1,1,0,0,0,0,pelayanan sangat ramah dan cepat untuk makanan masih hangat next bakal langganan kesini lagi
